🎯 Sovereign Watcher: Monitoring for Prop Firm One-Shot Entry...
📊 Target Entry: $69,050
🛡️ Stop Loss: $68,650
🚀 Take Profit: $73,750
📦 Position Size: 0.75 BTC
--------------------------------------------------
⌛ 05:38:09 | BTC: $69,672.07 | Distance to Entry: $622.07
⌛ 05:38:39 | BTC: $69,663.21 | Distance to Entry: $613.21
⌛ 05:39:09 | BTC: $69,663.77 | Distance to Entry: $613.77
⌛ 05:39:39 | BTC: $69,666.21 | Distance to Entry: $616.21
⌛ 05:40:10 | BTC: $69,674.12 | Distance to Entry: $624.12
⌛ 05:40:40 | BTC: $69,659.74 | Distance to Entry: $609.74
⌛ 05:41:10 | BTC: $69,659.75 | Distance to Entry: $609.75
⌛ 04:53:47 | BTC: $70,410.52 | Distance to Entry: $1,360.52
⌛ 04:54:17 | BTC: $70,407.14 | Distance to Entry: $1,357.14
⌛ 04:54:47 | BTC: $70,396.55 | Distance to Entry: $1,346.55
⌛ 04:55:17 | BTC: $70,391.91 | Distance to Entry: $1,341.91
⌛ 04:55:47 | BTC: $70,384.00 | Distance to Entry: $1,334.00
⌛ 04:56:17 | BTC: $70,400.32 | Distance to Entry: $1,350.32
⌛ 04:56:47 | BTC: $70,406.02 | Distance to Entry: $1,356.02
⌛ 04:57:18 | BTC: $70,400.01 | Distance to Entry: $1,350.01
⌛ 04:57:48 | BTC: $70,400.63 | Distance to Entry: $1,350.63
⌛ 04:58:18 | BTC: $70,385.00 | Distance to Entry: $1,335.00
⌛ 04:58:48 | BTC: $70,405.00 | Distance to Entry: $1,355.00
⌛ 04:59:18 | BTC: $70,404.11 | Distance to Entry: $1,354.11
⌛ 04:59:48 | BTC: $70,409.62 | Distance to Entry: $1,359.62
⌛ 05:00:18 | BTC: $70,413.04 | Distance to Entry: $1,363.04
⌛ 05:00:48 | BTC: $70,401.29 | Distance to Entry: $1,351.29
⌛ 05:01:18 | BTC: $70,357.77 | Distance to Entry: $1,307.77
⌛ 05:01:49 | BTC: $70,370.01 | Distance to Entry: $1,320.01
⌛ 05:02:19 | BTC: $70,380.00 | Distance to Entry: $1,330.00
⌛ 05:02:49 | BTC: $70,415.11 | Distance to Entry: $1,365.11
⌛ 05:03:19 | BTC: $70,433.22 | Distance to Entry: $1,383.22
⌛ 05:03:49 | BTC: $70,452.00 | Distance to Entry: $1,402.00
⌛ 05:04:19 | BTC: $70,463.19 | Distance to Entry: $1,413.19
⌛ 05:04:49 | BTC: $70,462.80 | Distance to Entry: $1,412.80
⌛ 05:05:19 | BTC: $70,437.61 | Distance to Entry: $1,387.61
⌛ 05:05:49 | BTC: $70,417.26 | Distance to Entry: $1,367.26
⌛ 05:06:20 | BTC: $70,419.84 | Distance to Entry: $1,369.84
⌛ 05:06:50 | BTC: $70,493.28 | Distance to Entry: $1,443.28
⌛ 05:07:20 | BTC: $70,537.92 | Distance to Entry: $1,487.92
⌛ 05:07:50 | BTC: $70,603.13 | Distance to Entry: $1,553.13
⌛ 05:08:20 | BTC: $70,562.45 | Distance to Entry: $1,512.45
⌛ 05:08:50 | BTC: $70,569.63 | Distance to Entry: $1,519.63
⌛ 05:09:20 | BTC: $70,578.73 | Distance to Entry: $1,528.73
⌛ 05:09:50 | BTC: $70,583.58 | Distance to Entry: $1,533.58
⌛ 05:10:21 | BTC: $70,582.87 | Distance to Entry: $1,532.87
⌛ 05:10:51 | BTC: $70,558.01 | Distance to Entry: $1,508.01
⌛ 05:11:21 | BTC: $70,578.72 | Distance to Entry: $1,528.72
⌛ 05:11:51 | BTC: $70,556.01 | Distance to Entry: $1,506.01
⌛ 05:12:21 | BTC: $70,550.00 | Distance to Entry: $1,500.00
⌛ 05:12:51 | BTC: $70,560.87 | Distance to Entry: $1,510.87
⌛ 05:13:21 | BTC: $70,567.19 | Distance to Entry: $1,517.19
⌛ 05:13:51 | BTC: $70,561.37 | Distance to Entry: $1,511.37
⌛ 05:14:21 | BTC: $70,584.14 | Distance to Entry: $1,534.14
⌛ 05:14:52 | BTC: $70,562.16 | Distance to Entry: $1,512.16
⌛ 05:15:22 | BTC: $70,529.99 | Distance to Entry: $1,479.99
⌛ 05:15:52 | BTC: $70,500.07 | Distance to Entry: $1,450.07
⌛ 05:16:22 | BTC: $70,499.03 | Distance to Entry: $1,449.03
⌛ 05:16:52 | BTC: $70,491.79 | Distance to Entry: $1,441.79
⌛ 05:17:22 | BTC: $70,520.47 | Distance to Entry: $1,470.47
⌛ 05:17:52 | BTC: $70,563.99 | Distance to Entry: $1,513.99
⌛ 05:18:22 | BTC: $70,548.60 | Distance to Entry: $1,498.60
⌛ 05:18:52 | BTC: $70,537.32 | Distance to Entry: $1,487.32
⌛ 05:19:23 | BTC: $70,529.92 | Distance to Entry: $1,479.92
⌛ 05:19:53 | BTC: $70,489.20 | Distance to Entry: $1,439.20
⌛ 05:20:23 | BTC: $70,509.99 | Distance to Entry: $1,459.99
⌛ 05:20:53 | BTC: $70,497.47 | Distance to Entry: $1,447.47
⌛ 05:21:23 | BTC: $70,517.53 | Distance to Entry: $1,467.53
⌛ 05:21:53 | BTC: $70,525.37 | Distance to Entry: $1,475.37
⌛ 05:22:23 | BTC: $70,540.85 | Distance to Entry: $1,490.85
⌛ 05:22:53 | BTC: $70,562.95 | Distance to Entry: $1,512.95
⌛ 05:23:23 | BTC: $70,563.47 | Distance to Entry: $1,513.47
⌛ 05:23:53 | BTC: $70,512.88 | Distance to Entry: $1,462.88
⌛ 05:24:24 | BTC: $70,533.97 | Distance to Entry: $1,483.97
⌛ 05:24:54 | BTC: $70,558.00 | Distance to Entry: $1,508.00
⌛ 05:25:24 | BTC: $70,547.90 | Distance to Entry: $1,497.90
⌛ 05:25:54 | BTC: $70,553.88 | Distance to Entry: $1,503.88
⌛ 05:26:24 | BTC: $70,562.16 | Distance to Entry: $1,512.16
⌛ 05:26:54 | BTC: $70,575.63 | Distance to Entry: $1,525.63
⌛ 05:27:24 | BTC: $70,565.99 | Distance to Entry: $1,515.99
⌛ 05:27:54 | BTC: $70,564.43 | Distance to Entry: $1,514.43
⌛ 05:28:24 | BTC: $70,581.64 | Distance to Entry: $1,531.64
⌛ 05:28:55 | BTC: $70,575.46 | Distance to Entry: $1,525.46
⌛ 05:29:25 | BTC: $70,595.28 | Distance to Entry: $1,545.28
⌛ 05:29:55 | BTC: $70,596.11 | Distance to Entry: $1,546.11
⌛ 05:30:25 | BTC: $70,591.39 | Distance to Entry: $1,541.39
⌛ 05:30:55 | BTC: $70,538.10 | Distance to Entry: $1,488.10
⌛ 05:31:25 | BTC: $70,578.21 | Distance to Entry: $1,528.21
⌛ 05:31:56 | BTC: $70,578.73 | Distance to Entry: $1,528.73
⌛ 05:32:26 | BTC: $70,562.17 | Distance to Entry: $1,512.17
⌛ 05:32:56 | BTC: $70,556.01 | Distance to Entry: $1,506.01
⌛ 05:33:26 | BTC: $70,553.89 | Distance to Entry: $1,503.89
⌛ 05:33:56 | BTC: $70,524.90 | Distance to Entry: $1,474.90
⌛ 05:34:26 | BTC: $70,539.01 | Distance to Entry: $1,489.01
⌛ 05:34:56 | BTC: $70,547.42 | Distance to Entry: $1,497.42
⌛ 05:35:26 | BTC: $70,530.03 | Distance to Entry: $1,480.03
⌛ 05:35:56 | BTC: $70,585.99 | Distance to Entry: $1,535.99
⌛ 05:36:27 | BTC: $70,592.16 | Distance to Entry: $1,542.16
⌛ 05:36:57 | BTC: $70,587.01 | Distance to Entry: $1,537.01
⌛ 05:37:27 | BTC: $70,574.59 | Distance to Entry: $1,524.59
⌛ 05:37:57 | BTC: $70,518.76 | Distance to Entry: $1,468.76
⌛ 05:38:27 | BTC: $70,449.99 | Distance to Entry: $1,399.99
⌛ 05:38:57 | BTC: $70,443.12 | Distance to Entry: $1,393.12
⌛ 05:39:27 | BTC: $70,466.93 | Distance to Entry: $1,416.93
⌛ 05:39:57 | BTC: $70,454.89 | Distance to Entry: $1,404.89
⌛ 05:40:27 | BTC: $70,454.00 | Distance to Entry: $1,404.00
⌛ 05:40:58 | BTC: $70,442.11 | Distance to Entry: $1,392.11
⌛ 05:41:28 | BTC: $70,450.36 | Distance to Entry: $1,400.36
⌛ 05:41:58 | BTC: $70,450.00 | Distance to Entry: $1,400.00
⌛ 05:42:28 | BTC: $70,454.00 | Distance to Entry: $1,404.00
⌛ 05:42:58 | BTC: $70,436.00 | Distance to Entry: $1,386.00
⌛ 05:43:28 | BTC: $70,458.00 | Distance to Entry: $1,408.00
⌛ 05:43:58 | BTC: $70,469.88 | Distance to Entry: $1,419.88
⌛ 05:44:29 | BTC: $70,482.00 | Distance to Entry: $1,432.00
⌛ 05:44:59 | BTC: $70,474.34 | Distance to Entry: $1,424.34
⌛ 05:45:29 | BTC: $70,473.41 | Distance to Entry: $1,423.41
⌛ 05:45:59 | BTC: $70,466.95 | Distance to Entry: $1,416.95
⌛ 05:46:29 | BTC: $70,487.64 | Distance to Entry: $1,437.64
⌛ 05:46:59 | BTC: $70,485.08 | Distance to Entry: $1,435.08
⌛ 05:47:29 | BTC: $70,481.92 | Distance to Entry: $1,431.92
⌛ 05:47:59 | BTC: $70,471.09 | Distance to Entry: $1,421.09
⌛ 05:48:29 | BTC: $70,460.59 | Distance to Entry: $1,410.59
⌛ 05:49:00 | BTC: $70,450.00 | Distance to Entry: $1,400.00
⌛ 05:49:30 | BTC: $70,450.18 | Distance to Entry: $1,400.18
⌛ 05:50:00 | BTC: $70,458.66 | Distance to Entry: $1,408.66
⌛ 05:50:30 | BTC: $70,431.00 | Distance to Entry: $1,381.00
⌛ 05:51:00 | BTC: $70,419.87 | Distance to Entry: $1,369.87
⌛ 05:51:30 | BTC: $70,385.01 | Distance to Entry: $1,335.01
⌛ 05:52:00 | BTC: $70,364.00 | Distance to Entry: $1,314.00
⌛ 05:52:30 | BTC: $70,384.00 | Distance to Entry: $1,334.00
⌛ 05:53:00 | BTC: $70,352.00 | Distance to Entry: $1,302.00
⌛ 05:53:30 | BTC: $70,380.01 | Distance to Entry: $1,330.01
⌛ 05:54:00 | BTC: $70,379.55 | Distance to Entry: $1,329.55
⌛ 05:54:31 | BTC: $70,371.99 | Distance to Entry: $1,321.99
⌛ 05:55:01 | BTC: $70,363.44 | Distance to Entry: $1,313.44
⌛ 05:55:31 | BTC: $70,385.07 | Distance to Entry: $1,335.07
⌛ 05:56:01 | BTC: $70,402.22 | Distance to Entry: $1,352.22
⌛ 05:56:31 | BTC: $70,400.57 | Distance to Entry: $1,350.57
⌛ 05:57:01 | BTC: $70,402.62 | Distance to Entry: $1,352.62
⌛ 05:57:31 | BTC: $70,391.43 | Distance to Entry: $1,341.43
⌛ 05:58:01 | BTC: $70,388.11 | Distance to Entry: $1,338.11
⌛ 05:58:31 | BTC: $70,374.91 | Distance to Entry: $1,324.91
⌛ 05:59:01 | BTC: $70,390.87 | Distance to Entry: $1,340.87
⌛ 05:59:32 | BTC: $70,387.32 | Distance to Entry: $1,337.32
⌛ 06:00:02 | BTC: $70,387.45 | Distance to Entry: $1,337.45
⌛ 06:00:32 | BTC: $70,367.99 | Distance to Entry: $1,317.99
⌛ 06:01:02 | BTC: $70,363.43 | Distance to Entry: $1,313.43
⌛ 06:01:32 | BTC: $70,380.85 | Distance to Entry: $1,330.85
⌛ 06:02:02 | BTC: $70,420.30 | Distance to Entry: $1,370.30
⌛ 06:02:33 | BTC: $70,388.29 | Distance to Entry: $1,338.29
⌛ 06:03:03 | BTC: $70,350.67 | Distance to Entry: $1,300.67
⌛ 06:03:33 | BTC: $70,396.56 | Distance to Entry: $1,346.56
⌛ 06:04:03 | BTC: $70,388.28 | Distance to Entry: $1,338.28
⌛ 06:04:33 | BTC: $70,372.47 | Distance to Entry: $1,322.47
⌛ 06:05:03 | BTC: $70,364.02 | Distance to Entry: $1,314.02
⌛ 06:05:33 | BTC: $70,314.86 | Distance to Entry: $1,264.86
⌛ 06:06:03 | BTC: $70,263.01 | Distance to Entry: $1,213.01
⌛ 06:06:33 | BTC: $70,245.98 | Distance to Entry: $1,195.98
⌛ 06:07:04 | BTC: $70,237.57 | Distance to Entry: $1,187.57
⌛ 06:07:34 | BTC: $70,218.54 | Distance to Entry: $1,168.54
⌛ 06:08:04 | BTC: $70,205.00 | Distance to Entry: $1,155.00
⌛ 06:08:34 | BTC: $70,218.54 | Distance to Entry: $1,168.54
⌛ 06:09:04 | BTC: $70,233.10 | Distance to Entry: $1,183.10
⌛ 06:09:34 | BTC: $70,295.99 | Distance to Entry: $1,245.99
⌛ 06:10:04 | BTC: $70,306.03 | Distance to Entry: $1,256.03
⌛ 06:10:34 | BTC: $70,310.92 | Distance to Entry: $1,260.92
⌛ 06:11:05 | BTC: $70,284.79 | Distance to Entry: $1,234.79
⌛ 06:11:35 | BTC: $70,297.20 | Distance to Entry: $1,247.20
⌛ 06:12:05 | BTC: $70,293.99 | Distance to Entry: $1,243.99
⌛ 06:12:35 | BTC: $70,317.90 | Distance to Entry: $1,267.90
⌛ 06:13:05 | BTC: $70,311.92 | Distance to Entry: $1,261.92
⌛ 06:13:35 | BTC: $70,288.93 | Distance to Entry: $1,238.93
⌛ 06:14:05 | BTC: $70,279.23 | Distance to Entry: $1,229.23
⌛ 06:14:35 | BTC: $70,280.66 | Distance to Entry: $1,230.66
⌛ 06:15:05 | BTC: $70,268.97 | Distance to Entry: $1,218.97
⌛ 06:15:36 | BTC: $70,297.20 | Distance to Entry: $1,247.20
⌛ 06:16:06 | BTC: $70,305.48 | Distance to Entry: $1,255.48
⌛ 06:16:36 | BTC: $70,296.02 | Distance to Entry: $1,246.02
⌛ 06:17:06 | BTC: $70,224.07 | Distance to Entry: $1,174.07
⌛ 06:17:36 | BTC: $70,206.13 | Distance to Entry: $1,156.13
⌛ 06:18:06 | BTC: $70,210.27 | Distance to Entry: $1,160.27
⌛ 06:18:36 | BTC: $70,225.97 | Distance to Entry: $1,175.97
⌛ 06:19:06 | BTC: $70,251.65 | Distance to Entry: $1,201.65
⌛ 06:19:36 | BTC: $70,280.63 | Distance to Entry: $1,230.63
⌛ 06:20:06 | BTC: $70,293.07 | Distance to Entry: $1,243.07
⌛ 06:20:37 | BTC: $70,305.87 | Distance to Entry: $1,255.87
⌛ 06:21:07 | BTC: $70,302.00 | Distance to Entry: $1,252.00
⌛ 06:21:37 | BTC: $70,334.38 | Distance to Entry: $1,284.38
⌛ 06:22:07 | BTC: $70,371.99 | Distance to Entry: $1,321.99
⌛ 06:22:37 | BTC: $70,363.45 | Distance to Entry: $1,313.45
⌛ 06:23:07 | BTC: $70,380.00 | Distance to Entry: $1,330.00
⌛ 06:23:37 | BTC: $70,404.85 | Distance to Entry: $1,354.85
⌛ 06:24:07 | BTC: $70,375.87 | Distance to Entry: $1,325.87
⌛ 06:24:37 | BTC: $70,383.64 | Distance to Entry: $1,333.64
⌛ 06:25:07 | BTC: $70,384.94 | Distance to Entry: $1,334.94
⌛ 06:25:38 | BTC: $70,400.70 | Distance to Entry: $1,350.70
⌛ 06:26:08 | BTC: $70,402.79 | Distance to Entry: $1,352.79
⌛ 06:26:38 | BTC: $70,408.98 | Distance to Entry: $1,358.98
⌛ 06:27:08 | BTC: $70,411.81 | Distance to Entry: $1,361.81
⌛ 06:27:38 | BTC: $70,386.00 | Distance to Entry: $1,336.00
⌛ 06:28:08 | BTC: $70,386.00 | Distance to Entry: $1,336.00
⌛ 06:28:38 | BTC: $70,387.87 | Distance to Entry: $1,337.87
⌛ 06:29:08 | BTC: $70,368.87 | Distance to Entry: $1,318.87
⌛ 06:29:38 | BTC: $70,365.99 | Distance to Entry: $1,315.99
⌛ 06:30:09 | BTC: $70,400.70 | Distance to Entry: $1,350.70
⌛ 06:30:39 | BTC: $70,369.73 | Distance to Entry: $1,319.73
⌛ 06:31:09 | BTC: $70,363.45 | Distance to Entry: $1,313.45
⌛ 06:31:39 | BTC: $70,375.99 | Distance to Entry: $1,325.99
⌛ 06:32:09 | BTC: $70,339.72 | Distance to Entry: $1,289.72
⌛ 06:32:39 | BTC: $70,356.00 | Distance to Entry: $1,306.00
⌛ 06:33:09 | BTC: $70,384.14 | Distance to Entry: $1,334.14
⌛ 06:33:39 | BTC: $70,351.91 | Distance to Entry: $1,301.91
⌛ 06:34:09 | BTC: $70,347.99 | Distance to Entry: $1,297.99
⌛ 06:34:40 | BTC: $70,317.90 | Distance to Entry: $1,267.90
⌛ 06:35:10 | BTC: $70,342.16 | Distance to Entry: $1,292.16
⌛ 06:35:40 | BTC: $70,338.16 | Distance to Entry: $1,288.16
⌛ 06:36:10 | BTC: $70,326.19 | Distance to Entry: $1,276.19
⌛ 06:36:40 | BTC: $70,350.60 | Distance to Entry: $1,300.60
⌛ 06:37:10 | BTC: $70,286.81 | Distance to Entry: $1,236.81
⌛ 06:37:40 | BTC: $70,284.68 | Distance to Entry: $1,234.68
⌛ 06:38:10 | BTC: $70,309.62 | Distance to Entry: $1,259.62
⌛ 06:38:40 | BTC: $70,295.33 | Distance to Entry: $1,245.33
⌛ 06:39:11 | BTC: $70,288.93 | Distance to Entry: $1,238.93
⌛ 06:39:41 | BTC: $70,276.71 | Distance to Entry: $1,226.71
⌛ 06:40:11 | BTC: $70,293.06 | Distance to Entry: $1,243.06
⌛ 06:40:41 | BTC: $70,313.76 | Distance to Entry: $1,263.76
⌛ 06:41:11 | BTC: $70,332.58 | Distance to Entry: $1,282.58
⌛ 06:41:41 | BTC: $70,326.06 | Distance to Entry: $1,276.06
⌛ 06:42:11 | BTC: $70,352.93 | Distance to Entry: $1,302.93
⌛ 06:42:41 | BTC: $70,355.20 | Distance to Entry: $1,305.20
⌛ 06:43:11 | BTC: $70,362.96 | Distance to Entry: $1,312.96
⌛ 06:43:42 | BTC: $70,371.99 | Distance to Entry: $1,321.99
⌛ 06:44:12 | BTC: $70,385.88 | Distance to Entry: $1,335.88
⌛ 06:44:42 | BTC: $70,403.11 | Distance to Entry: $1,353.11
⌛ 06:45:12 | BTC: $70,406.00 | Distance to Entry: $1,356.00
⌛ 06:45:42 | BTC: $70,407.05 | Distance to Entry: $1,357.05
⌛ 06:46:12 | BTC: $70,415.68 | Distance to Entry: $1,365.68
⌛ 06:46:42 | BTC: $70,425.81 | Distance to Entry: $1,375.81
⌛ 06:47:12 | BTC: $70,443.51 | Distance to Entry: $1,393.51
⌛ 06:47:42 | BTC: $70,443.02 | Distance to Entry: $1,393.02
⌛ 06:48:13 | BTC: $70,445.99 | Distance to Entry: $1,395.99
⌛ 06:48:43 | BTC: $70,446.24 | Distance to Entry: $1,396.24
⌛ 06:49:13 | BTC: $70,459.03 | Distance to Entry: $1,409.03
⌛ 06:49:43 | BTC: $70,462.13 | Distance to Entry: $1,412.13
⌛ 06:50:13 | BTC: $70,464.91 | Distance to Entry: $1,414.91
⌛ 06:50:43 | BTC: $70,473.99 | Distance to Entry: $1,423.99
⌛ 06:51:13 | BTC: $70,490.70 | Distance to Entry: $1,440.70
⌛ 06:51:43 | BTC: $70,490.69 | Distance to Entry: $1,440.69
⌛ 06:52:13 | BTC: $70,440.66 | Distance to Entry: $1,390.66
⌛ 06:52:44 | BTC: $70,451.99 | Distance to Entry: $1,401.99
⌛ 06:53:14 | BTC: $70,457.00 | Distance to Entry: $1,407.00
⌛ 06:53:44 | BTC: $70,447.65 | Distance to Entry: $1,397.65
⌛ 06:54:14 | BTC: $70,465.99 | Distance to Entry: $1,415.99
⌛ 06:54:44 | BTC: $70,456.14 | Distance to Entry: $1,406.14
⌛ 06:55:14 | BTC: $70,475.22 | Distance to Entry: $1,425.22
⌛ 06:55:44 | BTC: $70,457.21 | Distance to Entry: $1,407.21
⌛ 06:56:14 | BTC: $70,447.28 | Distance to Entry: $1,397.28
⌛ 06:56:44 | BTC: $70,440.92 | Distance to Entry: $1,390.92
⌛ 06:57:15 | BTC: $70,430.29 | Distance to Entry: $1,380.29
⌛ 06:57:45 | BTC: $70,404.85 | Distance to Entry: $1,354.85
⌛ 06:58:15 | BTC: $70,416.85 | Distance to Entry: $1,366.85
⌛ 06:58:45 | BTC: $70,401.99 | Distance to Entry: $1,351.99
⌛ 06:59:15 | BTC: $70,388.29 | Distance to Entry: $1,338.29
⌛ 06:59:45 | BTC: $70,391.60 | Distance to Entry: $1,341.60
⌛ 07:00:15 | BTC: $70,420.09 | Distance to Entry: $1,370.09
⌛ 07:00:45 | BTC: $70,429.69 | Distance to Entry: $1,379.69
⌛ 07:01:15 | BTC: $70,433.95 | Distance to Entry: $1,383.95
⌛ 07:01:46 | BTC: $70,432.38 | Distance to Entry: $1,382.38
⌛ 07:02:16 | BTC: $70,434.00 | Distance to Entry: $1,384.00
⌛ 07:02:46 | BTC: $70,430.00 | Distance to Entry: $1,380.00
⌛ 07:03:16 | BTC: $70,396.57 | Distance to Entry: $1,346.57
⌛ 07:03:46 | BTC: $70,405.01 | Distance to Entry: $1,355.01
⌛ 07:04:16 | BTC: $70,422.34 | Distance to Entry: $1,372.34
⌛ 07:04:46 | BTC: $70,424.76 | Distance to Entry: $1,374.76
⌛ 07:05:16 | BTC: $70,424.07 | Distance to Entry: $1,374.07
⌛ 07:05:46 | BTC: $70,413.12 | Distance to Entry: $1,363.12
⌛ 07:06:17 | BTC: $70,418.01 | Distance to Entry: $1,368.01
⌛ 07:06:47 | BTC: $70,436.00 | Distance to Entry: $1,386.00
⌛ 07:07:17 | BTC: $70,436.00 | Distance to Entry: $1,386.00
⌛ 07:07:47 | BTC: $70,440.00 | Distance to Entry: $1,390.00
⌛ 07:08:17 | BTC: $70,447.98 | Distance to Entry: $1,397.98
⌛ 07:08:47 | BTC: $70,495.90 | Distance to Entry: $1,445.90
⌛ 07:09:17 | BTC: $70,466.95 | Distance to Entry: $1,416.95
⌛ 07:09:47 | BTC: $70,430.33 | Distance to Entry: $1,380.33
⌛ 07:10:17 | BTC: $70,450.55 | Distance to Entry: $1,400.55
⌛ 07:10:48 | BTC: $70,462.80 | Distance to Entry: $1,412.80
⌛ 07:11:18 | BTC: $70,446.25 | Distance to Entry: $1,396.25
⌛ 07:11:48 | BTC: $70,437.97 | Distance to Entry: $1,387.97
⌛ 07:12:18 | BTC: $70,421.41 | Distance to Entry: $1,371.41
⌛ 07:12:48 | BTC: $70,413.13 | Distance to Entry: $1,363.13
⌛ 07:13:18 | BTC: $70,413.13 | Distance to Entry: $1,363.13
⌛ 07:13:48 | BTC: $70,410.68 | Distance to Entry: $1,360.68
⌛ 07:14:18 | BTC: $70,414.63 | Distance to Entry: $1,364.63
⌛ 07:14:48 | BTC: $70,416.00 | Distance to Entry: $1,366.00
⌛ 07:15:19 | BTC: $70,417.79 | Distance to Entry: $1,367.79
⌛ 07:15:49 | BTC: $70,437.49 | Distance to Entry: $1,387.49
⌛ 07:16:19 | BTC: $70,425.01 | Distance to Entry: $1,375.01
⌛ 07:16:49 | BTC: $70,426.99 | Distance to Entry: $1,376.99
⌛ 07:17:19 | BTC: $70,436.00 | Distance to Entry: $1,386.00
⌛ 07:17:49 | BTC: $70,436.36 | Distance to Entry: $1,386.36
⌛ 07:18:19 | BTC: $70,455.00 | Distance to Entry: $1,405.00
⌛ 07:18:49 | BTC: $70,450.09 | Distance to Entry: $1,400.09
⌛ 07:19:19 | BTC: $70,451.97 | Distance to Entry: $1,401.97
⌛ 07:19:50 | BTC: $70,440.02 | Distance to Entry: $1,390.02
⌛ 07:20:20 | BTC: $70,408.30 | Distance to Entry: $1,358.30
⌛ 07:20:50 | BTC: $70,417.65 | Distance to Entry: $1,367.65
⌛ 07:21:20 | BTC: $70,396.00 | Distance to Entry: $1,346.00
⌛ 07:21:50 | BTC: $70,380.00 | Distance to Entry: $1,330.00
⌛ 07:22:20 | BTC: $70,340.00 | Distance to Entry: $1,290.00
⌛ 07:22:50 | BTC: $70,349.66 | Distance to Entry: $1,299.66
⌛ 07:23:20 | BTC: $70,368.75 | Distance to Entry: $1,318.75
⌛ 07:23:51 | BTC: $70,355.17 | Distance to Entry: $1,305.17
⌛ 07:24:21 | BTC: $70,346.89 | Distance to Entry: $1,296.89
⌛ 07:24:51 | BTC: $70,343.00 | Distance to Entry: $1,293.00
⌛ 07:25:21 | BTC: $70,346.73 | Distance to Entry: $1,296.73
⌛ 07:25:51 | BTC: $70,355.15 | Distance to Entry: $1,305.15
⌛ 07:26:21 | BTC: $70,326.19 | Distance to Entry: $1,276.19
⌛ 07:26:51 | BTC: $70,320.00 | Distance to Entry: $1,270.00
⌛ 07:27:21 | BTC: $70,319.77 | Distance to Entry: $1,269.77
⌛ 07:27:52 | BTC: $70,328.98 | Distance to Entry: $1,278.98
⌛ 07:28:22 | BTC: $70,338.60 | Distance to Entry: $1,288.60
⌛ 07:28:52 | BTC: $70,357.85 | Distance to Entry: $1,307.85
⌛ 07:29:22 | BTC: $70,350.71 | Distance to Entry: $1,300.71
⌛ 07:29:52 | BTC: $70,354.97 | Distance to Entry: $1,304.97
⌛ 07:30:22 | BTC: $70,352.05 | Distance to Entry: $1,302.05
⌛ 07:30:52 | BTC: $70,350.08 | Distance to Entry: $1,300.08
⌛ 07:31:22 | BTC: $70,326.02 | Distance to Entry: $1,276.02
⌛ 07:31:52 | BTC: $70,340.01 | Distance to Entry: $1,290.01
⌛ 07:32:22 | BTC: $70,347.95 | Distance to Entry: $1,297.95
⌛ 07:32:53 | BTC: $70,345.99 | Distance to Entry: $1,295.99
⌛ 07:33:23 | BTC: $70,330.33 | Distance to Entry: $1,280.33
⌛ 07:33:53 | BTC: $70,300.02 | Distance to Entry: $1,250.02
⌛ 07:34:23 | BTC: $70,293.07 | Distance to Entry: $1,243.07
⌛ 07:34:53 | BTC: $70,294.09 | Distance to Entry: $1,244.09
⌛ 07:35:23 | BTC: $70,317.91 | Distance to Entry: $1,267.91
⌛ 07:35:53 | BTC: $70,302.04 | Distance to Entry: $1,252.04
⌛ 07:36:24 | BTC: $70,290.15 | Distance to Entry: $1,240.15
⌛ 07:36:54 | BTC: $70,275.41 | Distance to Entry: $1,225.41
⌛ 07:37:24 | BTC: $70,285.01 | Distance to Entry: $1,235.01
⌛ 07:37:54 | BTC: $70,275.05 | Distance to Entry: $1,225.05
⌛ 07:38:24 | BTC: $70,260.66 | Distance to Entry: $1,210.66
⌛ 07:38:54 | BTC: $70,279.49 | Distance to Entry: $1,229.49
⌛ 07:39:24 | BTC: $70,309.62 | Distance to Entry: $1,259.62
⌛ 07:39:54 | BTC: $70,301.85 | Distance to Entry: $1,251.85
⌛ 07:40:24 | BTC: $70,298.10 | Distance to Entry: $1,248.10
⌛ 07:40:55 | BTC: $70,298.10 | Distance to Entry: $1,248.10
⌛ 07:41:25 | BTC: $70,315.99 | Distance to Entry: $1,265.99
⌛ 07:41:55 | BTC: $70,322.47 | Distance to Entry: $1,272.47
⌛ 07:42:25 | BTC: $70,333.69 | Distance to Entry: $1,283.69
⌛ 07:42:55 | BTC: $70,313.77 | Distance to Entry: $1,263.77
⌛ 07:43:25 | BTC: $70,268.23 | Distance to Entry: $1,218.23
⌛ 07:43:55 | BTC: $70,265.78 | Distance to Entry: $1,215.78
⌛ 07:44:26 | BTC: $70,274.02 | Distance to Entry: $1,224.02
⌛ 07:44:56 | BTC: $70,265.78 | Distance to Entry: $1,215.78
⌛ 07:45:26 | BTC: $70,288.92 | Distance to Entry: $1,238.92
⌛ 07:45:56 | BTC: $70,285.69 | Distance to Entry: $1,235.69
⌛ 07:46:26 | BTC: $70,327.25 | Distance to Entry: $1,277.25
⌛ 07:46:56 | BTC: $70,339.01 | Distance to Entry: $1,289.01
⌛ 07:47:26 | BTC: $70,303.98 | Distance to Entry: $1,253.98
⌛ 07:47:57 | BTC: $70,301.29 | Distance to Entry: $1,251.29
⌛ 07:48:27 | BTC: $70,302.39 | Distance to Entry: $1,252.39
